Expected Runtime(s),Num Processes,Universe Size,Insert Rate,Remove Rate,Search Rate,Pred Rate,Dynamic Set Type,Average Runtime(s),Start Time Variance(µs),End Time Variance(µs),Total Throughput,Throughput Per Second,Average Throughput,Average Throughput Per Second,Max Proc Throughput,Max Throughput Per Second,Max Exceeds Average by x%,Min Proc Throughput,Min Throughput Per Second,Min Below Average by x%,Total Preds,Average Preds,Min Preds,Max Preds,Total Searches,Average Searches,Min Searches,Max Searches,Total Inserts,Total Successful Inserts,Average Inserts,Average Successful Inserts,Min Inserts,Max Inserts,Min Successful Inserts,Max Successful Inserts,Total Removes,Total Successful Removes,Average Removes,Average Successful Removes,Min Removes,Max Removes,Min Successful Removes,Max Successful Removes
5,128,1048576,4,4,1,1,Jeremy's Trie,5.001019,8,1921,9625200,1924647.8,75196.875,15036.311,85550,17106.514,13.768026,72600,14517.041,3.4534347,963548,7527.7188,7166,8536,962390,7518.6719,7176,8429,3848100,1925358,30063.281,15041.859,28752,34272,14259,17262,3851162,1925335,30087.203,15041.68,29064,34313,14584,17017
5,128,1048576,4,4,1,1,Jeremy's Trie,5.000724,11,1444,9653850,1930490.5,75420.703,15081.957,84600,16917.55,12.170792,72700,14537.895,3.6073691,963992,7531.1875,7192,8413,968447,7565.9922,7145,8528,3858716,1929508,30146.219,15074.281,28871,33749,14467,16751,3862695,1930505,30177.305,15082.07,29139,33910,14542,16969
5,256,1048576,4,4,1,1,Jeremy's Trie,5.003776,3,7449,8156000,1629969,31859.375,6367.0666,35200,7034.6874,10.485532,30450,6085.4043,4.4237371,815645,3186.1133,2969,3549,815442,3185.3203,2919,3602,3261982,1630923,12742.117,6370.793,12099,13972,6083,6907,3262931,1630943,12745.824,6370.8711,12177,14077,6154,6963
5,256,1048576,4,4,1,1,Jeremy's Trie,5.006401,3,12749,5028200,1004354.2,19641.406,3923.2587,29100,5812.5588,48.156398,18650,3725.231,5.0475319,502408,1962.5312,1816,2850,503277,1965.9258,1822,2908,2012125,1006275,7859.8633,3930.7617,7443,11637,3676,5808,2010390,1006218,7853.0859,3930.5391,7418,11705,3736,5821
5,256,1048576,4,4,1,1,Jeremy's Trie,5.009387,4,17648,5279200,1053861.5,20621.875,4116.6464,23000,4591.3801,11.53205,19550,3902.6731,5.1977572,527531,2060.668,1905,2318,528242,2063.4453,1843,2325,2113184,1055894,8254.625,4124.5859,7829,9325,3875,4585,2110243,1054942,8243.1367,4120.8672,7816,9297,3927,4670
5,256,1048576,4,4,1,1,Jeremy's Trie,5.005065,9,9934,5113250,1021615.1,19973.633,3990.684,23000,4595.3449,15.151811,18900,3776.1747,5.3752506,510729,1995.0352,1803,2294,511452,1997.8594,1819,2324,2043161,1022388,7981.0977,3993.7031,7527,9062,3722,4537,2047908,1023670,7999.6406,3998.7109,7596,9383,3839,4716
5,256,1048576,4,4,1,1,Jeremy's Trie,5.00624,3,5608,8558550,1709576.4,33431.836,6678.033,40100,8010.0035,19.945552,32300,6451.948,3.3855034,855153,3340.4414,3126,3924,856264,3344.7812,3125,4032,3423633,1712199,13373.566,6688.2773,12738,16192,6293,8175,3423500,1712619,13373.047,6689.918,12958,15952,6491,8019
5,1,1048576,4,4,1,1,Fomitchev/Ruppert SkipListSet,5.000052,0,0,2668800,533754.45,2668800,533754.45,2668800,533754.45,0,2668800,533754.45,0,267774,267774,267774,267774,266923,266923,266923,266923,1067001,532889,1067001,532889,1067001,1067001,532889,532889,1067102,533215,1067102,533215,1067102,1067102,533215,533215
5,1,1048576,4,4,1,1,Fomitchev/Ruppert SkipListSet,5.000051,0,0,2774600,554914.34,2774600,554914.34,2774600,554914.34,0,2774600,554914.34,0,277643,277643,277643,277643,278314,278314,278314,278314,1110058,554935,1110058,554935,1110058,1110058,554935,554935,1108585,554822,1108585,554822,1108585,1108585,554822,554822
5,1,1048576,4,4,1,1,Fomitchev/Ruppert SkipListSet,5.000032,0,0,2855800,571156.34,2855800,571156.34,2855800,571156.34,0,2855800,571156.34,0,285918,285918,285918,285918,285180,285180,285180,285180,1141189,570175,1141189,570175,1141189,1141189,570175,570175,1143513,571210,1143513,571210,1143513,1143513,571210,571210
5,1,1048576,4,4,1,1,Fomitchev/Ruppert SkipListSet,5.000021,0,0,2874050,574807.59,2874050,574807.59,2874050,574807.59,0,2874050,574807.59,0,288095,288095,288095,288095,286824,286824,286824,286824,1149696,574528,1149696,574528,1149696,1149696,574528,574528,1149435,574974,1149435,574974,1149435,1149435,574974,574974
5,1,1048576,4,4,1,1,Fomitchev/Ruppert SkipListSet,5.000074,0,0,2947600,589511.28,2947600,589511.28,2947600,589511.28,0,2947600,589511.28,0,295116,295116,295116,295116,294877,294877,294877,294877,1178947,589177,1178947,589177,1178947,1178947,589177,589177,1178660,588774,1178660,588774,1178660,1178660,588774,588774
5,2,1048576,4,4,1,1,Fomitchev/Ruppert SkipListSet,5.000053,0,58,5112600,1022509.2,2556300,511254.58,2621850,524364.44,2.564253,2490750,498144.72,2.564253,510831,255415.5,249187,261644,509888,254944,247983,261905,2046269,1022580,1023134.5,511290,996530,1049739,497726,524854,2045612,1022295,1022806,511147.5,997050,1048562,497962,524333
5,2,1048576,4,4,1,1,Fomitchev/Ruppert SkipListSet,5.000087,1,40,5200650,1040111.9,2600325,520055.95,2664000,532790.73,2.4487324,2536650,507321.17,2.4487324,519562,259781,253371,266191,520235,260117.5,253573,266662,2078597,1040286,1039298.5,520143,1013751,1064846,506920,533366,2082256,1041265,1041128,520632.5,1015955,1066301,508455,532810
